|__dataLog__action	|__dataLog__timestamp	|__dataLog__note	|__dataLog__userId
Open	"Friday, March 2, 2018 3:41 PM"	Probe Design	eZzdG4Xf4oPO9UaO7BqEYlFRJgP2
Open	"Friday, March 2, 2018 3:45 PM"	Communication Center	eZzdG4Xf4oPO9UaO7BqEYlFRJgP2
Close	"Friday, March 2, 2018 3:45 PM"	Communication Center	eZzdG4Xf4oPO9UaO7BqEYlFRJgP2
Open	"Friday, March 2, 2018 3:45 PM"	Mission Control	eZzdG4Xf4oPO9UaO7BqEYlFRJgP2
Close	"Friday, March 2, 2018 3:45 PM"	Mission Control	eZzdG4Xf4oPO9UaO7BqEYlFRJgP2
Open	"Friday, March 2, 2018 3:45 PM"	Mission Control	eZzdG4Xf4oPO9UaO7BqEYlFRJgP2
Close	"Friday, March 2, 2018 3:47 PM"	Mission Control	eZzdG4Xf4oPO9UaO7BqEYlFRJgP2
Open	"Friday, March 2, 2018 3:47 PM"	Probe Design	eZzdG4Xf4oPO9UaO7BqEYlFRJgP2
Open	"Friday, March 2, 2018 3:50 PM"	Mission Control	eZzdG4Xf4oPO9UaO7BqEYlFRJgP2
Close	"Friday, March 2, 2018 3:50 PM"	Mission Control	eZzdG4Xf4oPO9UaO7BqEYlFRJgP2
Open	"Friday, March 2, 2018 3:50 PM"	Alien DB	eZzdG4Xf4oPO9UaO7BqEYlFRJgP2
Open	"Friday, March 2, 2018 3:53 PM"	Probe Design	eZzdG4Xf4oPO9UaO7BqEYlFRJgP2
Close	"Friday, March 2, 2018 3:57 PM"	Probe Design	eZzdG4Xf4oPO9UaO7BqEYlFRJgP2
Open	"Friday, March 2, 2018 3:58 PM"	Mission Control	eZzdG4Xf4oPO9UaO7BqEYlFRJgP2
Close	"Friday, March 2, 2018 4:02 PM"	Mission Control	eZzdG4Xf4oPO9UaO7BqEYlFRJgP2
Open	"Friday, March 2, 2018 4:02 PM"	Probe Design	eZzdG4Xf4oPO9UaO7BqEYlFRJgP2
Close	"Friday, March 2, 2018 4:03 PM"	Probe Design	eZzdG4Xf4oPO9UaO7BqEYlFRJgP2
Open	"Friday, March 2, 2018 4:03 PM"	Mission Control	eZzdG4Xf4oPO9UaO7BqEYlFRJgP2
Close	"Friday, March 2, 2018 4:06 PM"	Mission Control	eZzdG4Xf4oPO9UaO7BqEYlFRJgP2
Open	"Friday, March 2, 2018 4:06 PM"	Communication Center	eZzdG4Xf4oPO9UaO7BqEYlFRJgP2
Close	"Friday, March 2, 2018 4:06 PM"	Communication Center	eZzdG4Xf4oPO9UaO7BqEYlFRJgP2
Open	"Friday, March 2, 2018 4:07 PM"	Alien DB	eZzdG4Xf4oPO9UaO7BqEYlFRJgP2
Close	"Friday, March 2, 2018 4:09 PM"	Alien DB	eZzdG4Xf4oPO9UaO7BqEYlFRJgP2
Open	"Friday, March 2, 2018 4:09 PM"	Alien DB	eZzdG4Xf4oPO9UaO7BqEYlFRJgP2
Close	"Friday, March 2, 2018 4:16 PM"	Alien DB	eZzdG4Xf4oPO9UaO7BqEYlFRJgP2
Open	"Friday, March 2, 2018 4:16 PM"	Mission Control	eZzdG4Xf4oPO9UaO7BqEYlFRJgP2
Close	"Friday, March 2, 2018 4:22 PM"	Mission Control	eZzdG4Xf4oPO9UaO7BqEYlFRJgP2
Open	"Friday, March 2, 2018 4:22 PM"	Probe Design	eZzdG4Xf4oPO9UaO7BqEYlFRJgP2
Close	"Friday, March 2, 2018 4:25 PM"	Probe Design	eZzdG4Xf4oPO9UaO7BqEYlFRJgP2
Open	"Friday, March 2, 2018 4:25 PM"	Mission Control	eZzdG4Xf4oPO9UaO7BqEYlFRJgP2
Close	"Friday, March 2, 2018 4:26 PM"	Mission Control	eZzdG4Xf4oPO9UaO7BqEYlFRJgP2
Open	"Friday, March 2, 2018 4:26 PM"	Communication Center	eZzdG4Xf4oPO9UaO7BqEYlFRJgP2
Open	"Thursday, April 12, 2018 12:47 PM"	Communication Center	lm2qFO6WfkSTV8ebhU1Ddf8CmwZ2
Close	"Thursday, April 12, 2018 12:47 PM"	Communication Center	lm2qFO6WfkSTV8ebhU1Ddf8CmwZ2
Open	"Thursday, April 12, 2018 12:51 PM"	Communication Center	lm2qFO6WfkSTV8ebhU1Ddf8CmwZ2
Close	"Thursday, April 12, 2018 12:53 PM"	Communication Center	lm2qFO6WfkSTV8ebhU1Ddf8CmwZ2
Open	"Thursday, April 12, 2018 12:54 PM"	Communication Center	lm2qFO6WfkSTV8ebhU1Ddf8CmwZ2
Close	"Thursday, April 12, 2018 12:54 PM"	Communication Center	lm2qFO6WfkSTV8ebhU1Ddf8CmwZ2
Open	"Thursday, April 12, 2018 12:54 PM"	Alien DB	lm2qFO6WfkSTV8ebhU1Ddf8CmwZ2
Close	"Thursday, April 12, 2018 1:00 PM"	Alien DB	lm2qFO6WfkSTV8ebhU1Ddf8CmwZ2
Open	"Thursday, April 12, 2018 1:00 PM"	Alien DB	lm2qFO6WfkSTV8ebhU1Ddf8CmwZ2
Open	"Thursday, April 12, 2018 1:06 PM"	Mission Control	lm2qFO6WfkSTV8ebhU1Ddf8CmwZ2
Close	"Thursday, April 12, 2018 1:07 PM"	Mission Control	lm2qFO6WfkSTV8ebhU1Ddf8CmwZ2
Open	"Thursday, April 12, 2018 1:07 PM"	Mission Control	lm2qFO6WfkSTV8ebhU1Ddf8CmwZ2
Close	"Thursday, April 12, 2018 1:07 PM"	Mission Control	lm2qFO6WfkSTV8ebhU1Ddf8CmwZ2
Open	"Thursday, April 12, 2018 1:14 PM"	Alien DB	lm2qFO6WfkSTV8ebhU1Ddf8CmwZ2
Open	"Thursday, April 12, 2018 1:28 PM"	Alien DB	lm2qFO6WfkSTV8ebhU1Ddf8CmwZ2
Close	"Thursday, April 12, 2018 1:29 PM"	Alien DB	lm2qFO6WfkSTV8ebhU1Ddf8CmwZ2
Open	"Thursday, April 12, 2018 1:30 PM"	Probe Design	lm2qFO6WfkSTV8ebhU1Ddf8CmwZ2
Close	"Thursday, April 12, 2018 1:34 PM"	Probe Design	lm2qFO6WfkSTV8ebhU1Ddf8CmwZ2
Open	"Thursday, April 12, 2018 1:34 PM"	Mission Control	lm2qFO6WfkSTV8ebhU1Ddf8CmwZ2
Close	"Thursday, April 12, 2018 1:35 PM"	Mission Control	lm2qFO6WfkSTV8ebhU1Ddf8CmwZ2
Open	"Thursday, April 12, 2018 1:40 PM"	Probe Design	lm2qFO6WfkSTV8ebhU1Ddf8CmwZ2
Open	"Thursday, April 12, 2018 1:41 PM"	Mission Control	lm2qFO6WfkSTV8ebhU1Ddf8CmwZ2
Close	"Thursday, April 12, 2018 1:42 PM"	Mission Control	lm2qFO6WfkSTV8ebhU1Ddf8CmwZ2
Open	"Thursday, April 12, 2018 1:42 PM"	Alien DB	lm2qFO6WfkSTV8ebhU1Ddf8CmwZ2
Close	"Thursday, April 12, 2018 1:42 PM"	Alien DB	lm2qFO6WfkSTV8ebhU1Ddf8CmwZ2
Open	"Thursday, April 12, 2018 1:43 PM"	Probe Design	lm2qFO6WfkSTV8ebhU1Ddf8CmwZ2
Close	"Thursday, April 12, 2018 1:43 PM"	Probe Design	lm2qFO6WfkSTV8ebhU1Ddf8CmwZ2
Open	"Thursday, April 12, 2018 1:44 PM"	Probe Design	lm2qFO6WfkSTV8ebhU1Ddf8CmwZ2
Open	"Thursday, April 12, 2018 1:45 PM"	Mission Control	lm2qFO6WfkSTV8ebhU1Ddf8CmwZ2
Close	"Thursday, April 12, 2018 1:45 PM"	Mission Control	lm2qFO6WfkSTV8ebhU1Ddf8CmwZ2
Open	"Thursday, April 12, 2018 1:45 PM"	Communication Center	lm2qFO6WfkSTV8ebhU1Ddf8CmwZ2
Close	"Thursday, April 12, 2018 1:46 PM"	Communication Center	lm2qFO6WfkSTV8ebhU1Ddf8CmwZ2
Open	"Thursday, April 12, 2018 1:46 PM"	Mission Control	lm2qFO6WfkSTV8ebhU1Ddf8CmwZ2
Close	"Thursday, April 12, 2018 1:46 PM"	Mission Control	lm2qFO6WfkSTV8ebhU1Ddf8CmwZ2
Open	"Thursday, April 12, 2018 1:46 PM"	Mission Control	lm2qFO6WfkSTV8ebhU1Ddf8CmwZ2
Close	"Thursday, April 12, 2018 1:46 PM"	Mission Control	lm2qFO6WfkSTV8ebhU1Ddf8CmwZ2
Open	"Thursday, April 12, 2018 1:46 PM"	Communication Center	lm2qFO6WfkSTV8ebhU1Ddf8CmwZ2
Open	"Friday, April 13, 2018 3:19 PM"	Communication Center	STknlyDYW3eGi8cEky2WwoSAE562
Close	"Friday, April 13, 2018 3:19 PM"	Communication Center	STknlyDYW3eGi8cEky2WwoSAE562
Open	"Friday, April 13, 2018 3:20 PM"	Alien DB	STknlyDYW3eGi8cEky2WwoSAE562
Close	"Friday, April 13, 2018 3:20 PM"	Alien DB	STknlyDYW3eGi8cEky2WwoSAE562
Open	"Friday, April 13, 2018 3:20 PM"	Alien DB	STknlyDYW3eGi8cEky2WwoSAE562
Close	"Friday, April 13, 2018 3:20 PM"	Alien DB	STknlyDYW3eGi8cEky2WwoSAE562
Open	"Friday, April 13, 2018 3:21 PM"	Alien DB	STknlyDYW3eGi8cEky2WwoSAE562
Close	"Friday, April 13, 2018 3:25 PM"	Alien DB	STknlyDYW3eGi8cEky2WwoSAE562
Open	"Friday, April 13, 2018 3:25 PM"	Alien DB	STknlyDYW3eGi8cEky2WwoSAE562
Close	"Friday, April 13, 2018 3:25 PM"	Alien DB	STknlyDYW3eGi8cEky2WwoSAE562
Open	"Friday, April 13, 2018 3:25 PM"	Communication Center	STknlyDYW3eGi8cEky2WwoSAE562
Close	"Friday, April 13, 2018 3:25 PM"	Communication Center	STknlyDYW3eGi8cEky2WwoSAE562
Open	"Friday, April 13, 2018 3:25 PM"	Communication Center	STknlyDYW3eGi8cEky2WwoSAE562
Close	"Friday, April 13, 2018 3:26 PM"	Communication Center	STknlyDYW3eGi8cEky2WwoSAE562
Open	"Friday, April 13, 2018 3:26 PM"	Mission Control	STknlyDYW3eGi8cEky2WwoSAE562
Close	"Friday, April 13, 2018 3:26 PM"	Mission Control	STknlyDYW3eGi8cEky2WwoSAE562
Open	"Friday, April 13, 2018 3:26 PM"	Probe Design	STknlyDYW3eGi8cEky2WwoSAE562
Close	"Friday, April 13, 2018 3:27 PM"	Probe Design	STknlyDYW3eGi8cEky2WwoSAE562
Open	"Friday, April 13, 2018 3:27 PM"	Alien DB	STknlyDYW3eGi8cEky2WwoSAE562
Close	"Friday, April 13, 2018 3:28 PM"	Alien DB	STknlyDYW3eGi8cEky2WwoSAE562
Open	"Friday, April 13, 2018 3:29 PM"	Probe Design	STknlyDYW3eGi8cEky2WwoSAE562
Close	"Friday, April 13, 2018 3:30 PM"	Probe Design	STknlyDYW3eGi8cEky2WwoSAE562
Open	"Friday, April 13, 2018 3:31 PM"	Probe Design	STknlyDYW3eGi8cEky2WwoSAE562
Close	"Friday, April 13, 2018 3:31 PM"	Probe Design	STknlyDYW3eGi8cEky2WwoSAE562
Open	"Friday, April 13, 2018 3:31 PM"	Communication Center	STknlyDYW3eGi8cEky2WwoSAE562
Close	"Friday, April 13, 2018 3:32 PM"	Communication Center	STknlyDYW3eGi8cEky2WwoSAE562
Open	"Friday, April 13, 2018 3:32 PM"	Communication Center	STknlyDYW3eGi8cEky2WwoSAE562
Open	"Friday, April 13, 2018 3:34 PM"	Communication Center	STknlyDYW3eGi8cEky2WwoSAE562
Close	"Friday, April 13, 2018 3:34 PM"	Communication Center	STknlyDYW3eGi8cEky2WwoSAE562
Open	"Friday, April 13, 2018 3:34 PM"	Alien DB	STknlyDYW3eGi8cEky2WwoSAE562
Close	"Friday, April 13, 2018 3:38 PM"	Alien DB	STknlyDYW3eGi8cEky2WwoSAE562
Open	"Friday, April 13, 2018 3:38 PM"	Communication Center	STknlyDYW3eGi8cEky2WwoSAE562
Close	"Friday, April 13, 2018 3:38 PM"	Communication Center	STknlyDYW3eGi8cEky2WwoSAE562
Open	"Friday, April 13, 2018 3:38 PM"	Alien DB	STknlyDYW3eGi8cEky2WwoSAE562
Close	"Friday, April 13, 2018 3:38 PM"	Alien DB	STknlyDYW3eGi8cEky2WwoSAE562
Open	"Friday, April 13, 2018 3:39 PM"	Mission Control	STknlyDYW3eGi8cEky2WwoSAE562
Close	"Friday, April 13, 2018 3:39 PM"	Mission Control	STknlyDYW3eGi8cEky2WwoSAE562
Open	"Friday, April 13, 2018 3:39 PM"	Probe Design	STknlyDYW3eGi8cEky2WwoSAE562
Close	"Friday, April 13, 2018 3:42 PM"	Probe Design	STknlyDYW3eGi8cEky2WwoSAE562
Open	"Friday, April 13, 2018 3:42 PM"	Communication Center	STknlyDYW3eGi8cEky2WwoSAE562
Close	"Friday, April 13, 2018 3:42 PM"	Communication Center	STknlyDYW3eGi8cEky2WwoSAE562
Open	"Friday, April 13, 2018 3:42 PM"	Communication Center	STknlyDYW3eGi8cEky2WwoSAE562
Close	"Friday, April 13, 2018 3:43 PM"	Communication Center	STknlyDYW3eGi8cEky2WwoSAE562
Open	"Friday, April 13, 2018 3:43 PM"	Alien DB	STknlyDYW3eGi8cEky2WwoSAE562
Close	"Friday, April 13, 2018 3:44 PM"	Alien DB	STknlyDYW3eGi8cEky2WwoSAE562
Open	"Friday, April 13, 2018 3:44 PM"	Alien DB	STknlyDYW3eGi8cEky2WwoSAE562
Close	"Friday, April 13, 2018 3:45 PM"	Alien DB	STknlyDYW3eGi8cEky2WwoSAE562
Open	"Friday, April 13, 2018 3:45 PM"	Alien DB	STknlyDYW3eGi8cEky2WwoSAE562
Open	"Friday, April 13, 2018 4:02 PM"	Communication Center	STknlyDYW3eGi8cEky2WwoSAE562
Open	"Friday, April 13, 2018 4:12 PM"	Probe Design	STknlyDYW3eGi8cEky2WwoSAE562
Close	"Friday, April 13, 2018 4:12 PM"	Probe Design	STknlyDYW3eGi8cEky2WwoSAE562
Open	"Friday, April 13, 2018 4:12 PM"	Mission Control	STknlyDYW3eGi8cEky2WwoSAE562
Close	"Friday, April 13, 2018 4:12 PM"	Mission Control	STknlyDYW3eGi8cEky2WwoSAE562
Open	"Friday, April 13, 2018 4:12 PM"	Mission Control	STknlyDYW3eGi8cEky2WwoSAE562
Close	"Friday, April 13, 2018 4:13 PM"	Mission Control	STknlyDYW3eGi8cEky2WwoSAE562
Open	"Friday, April 13, 2018 4:13 PM"	Probe Design	STknlyDYW3eGi8cEky2WwoSAE562
Close	"Friday, April 13, 2018 4:16 PM"	Probe Design	STknlyDYW3eGi8cEky2WwoSAE562
Open	"Friday, April 13, 2018 4:17 PM"	Communication Center	STknlyDYW3eGi8cEky2WwoSAE562
Close	"Friday, April 13, 2018 4:17 PM"	Communication Center	STknlyDYW3eGi8cEky2WwoSAE562
Open	"Friday, April 13, 2018 4:17 PM"	Mission Control	STknlyDYW3eGi8cEky2WwoSAE562
Close	"Friday, April 13, 2018 4:18 PM"	Mission Control	STknlyDYW3eGi8cEky2WwoSAE562
Open	"Friday, April 13, 2018 4:18 PM"	Communication Center	STknlyDYW3eGi8cEky2WwoSAE562
Close	"Friday, April 13, 2018 4:18 PM"	Communication Center	STknlyDYW3eGi8cEky2WwoSAE562
Open	"Friday, April 13, 2018 4:18 PM"	Probe Design	STknlyDYW3eGi8cEky2WwoSAE562
Close	"Friday, April 13, 2018 4:19 PM"	Probe Design	STknlyDYW3eGi8cEky2WwoSAE562
Open	"Friday, April 13, 2018 4:19 PM"	Mission Control	STknlyDYW3eGi8cEky2WwoSAE562
Open	"Friday, April 13, 2018 4:20 PM"	Communication Center	STknlyDYW3eGi8cEky2WwoSAE562
Close	"Friday, April 13, 2018 4:20 PM"	Communication Center	STknlyDYW3eGi8cEky2WwoSAE562
Open	"Friday, April 13, 2018 4:20 PM"	Mission Control	STknlyDYW3eGi8cEky2WwoSAE562
Close	"Friday, April 13, 2018 4:22 PM"	Mission Control	STknlyDYW3eGi8cEky2WwoSAE562
Open	"Friday, April 13, 2018 4:22 PM"	Communication Center	STknlyDYW3eGi8cEky2WwoSAE562
Close	"Friday, April 13, 2018 4:22 PM"	Communication Center	STknlyDYW3eGi8cEky2WwoSAE562
Open	"Friday, November 17, 2017 1:30 PM"	Communication Center	OR50LMU2lOPrcItcewZ20YrnFn53
Close	"Friday, November 17, 2017 1:32 PM"	Communication Center	OR50LMU2lOPrcItcewZ20YrnFn53
Open	"Friday, November 17, 2017 1:32 PM"	Communication Center	OR50LMU2lOPrcItcewZ20YrnFn53
Close	"Friday, November 17, 2017 1:35 PM"	Communication Center	OR50LMU2lOPrcItcewZ20YrnFn53
Open	"Friday, November 17, 2017 1:36 PM"	Alien DB	OR50LMU2lOPrcItcewZ20YrnFn53
Close	"Friday, November 17, 2017 1:36 PM"	Alien DB	OR50LMU2lOPrcItcewZ20YrnFn53
Open	"Friday, November 17, 2017 1:36 PM"	Alien DB	OR50LMU2lOPrcItcewZ20YrnFn53
Close	"Friday, November 17, 2017 1:57 PM"	Alien DB	OR50LMU2lOPrcItcewZ20YrnFn53
Open	"Friday, November 17, 2017 1:58 PM"	Alien DB	OR50LMU2lOPrcItcewZ20YrnFn53
Close	"Friday, November 17, 2017 2:03 PM"	Alien DB	OR50LMU2lOPrcItcewZ20YrnFn53
Open	"Friday, November 17, 2017 2:03 PM"	Alien DB	OR50LMU2lOPrcItcewZ20YrnFn53
Close	"Friday, November 17, 2017 2:03 PM"	Alien DB	OR50LMU2lOPrcItcewZ20YrnFn53
Open	"Friday, November 17, 2017 2:03 PM"	Communication Center	OR50LMU2lOPrcItcewZ20YrnFn53
Close	"Friday, November 17, 2017 2:04 PM"	Communication Center	OR50LMU2lOPrcItcewZ20YrnFn53
Open	"Friday, November 17, 2017 2:04 PM"	Alien DB	OR50LMU2lOPrcItcewZ20YrnFn53
Close	"Friday, November 17, 2017 2:05 PM"	Alien DB	OR50LMU2lOPrcItcewZ20YrnFn53
Open	"Friday, November 17, 2017 2:05 PM"	Communication Center	OR50LMU2lOPrcItcewZ20YrnFn53
Close	"Friday, November 17, 2017 2:05 PM"	Communication Center	OR50LMU2lOPrcItcewZ20YrnFn53
Open	"Friday, November 17, 2017 2:06 PM"	Probe Design	OR50LMU2lOPrcItcewZ20YrnFn53
Open	"Friday, November 17, 2017 2:08 PM"	Communication Center	OR50LMU2lOPrcItcewZ20YrnFn53
Close	"Friday, November 17, 2017 2:08 PM"	Communication Center	OR50LMU2lOPrcItcewZ20YrnFn53
Open	"Friday, November 17, 2017 2:08 PM"	Alien DB	OR50LMU2lOPrcItcewZ20YrnFn53
Open	"Friday, November 17, 2017 2:21 PM"	Probe Design	OR50LMU2lOPrcItcewZ20YrnFn53
Open	"Friday, November 17, 2017 2:29 PM"	Mission Control	OR50LMU2lOPrcItcewZ20YrnFn53
Close	"Friday, November 17, 2017 2:30 PM"	Mission Control	OR50LMU2lOPrcItcewZ20YrnFn53
Open	"Friday, November 17, 2017 2:31 PM"	Probe Design	OR50LMU2lOPrcItcewZ20YrnFn53
Close	"Friday, November 17, 2017 2:31 PM"	Probe Design	OR50LMU2lOPrcItcewZ20YrnFn53
Open	"Thursday, October 19, 2017 8:53 AM"	Communication Center	2wuuSLTznaeBbnAPcmC7vowyQmh2
Close	"Thursday, October 19, 2017 8:54 AM"	Communication Center	2wuuSLTznaeBbnAPcmC7vowyQmh2
Open	"Thursday, October 19, 2017 8:58 AM"	Alien DB	2wuuSLTznaeBbnAPcmC7vowyQmh2
Close	"Thursday, October 19, 2017 9:12 AM"	Alien DB	2wuuSLTznaeBbnAPcmC7vowyQmh2
Open	"Thursday, October 19, 2017 9:12 AM"	Probe Design	2wuuSLTznaeBbnAPcmC7vowyQmh2
Close	"Thursday, October 19, 2017 9:12 AM"	Probe Design	2wuuSLTznaeBbnAPcmC7vowyQmh2
Open	"Thursday, October 19, 2017 9:13 AM"	Mission Control	2wuuSLTznaeBbnAPcmC7vowyQmh2
Close	"Thursday, October 19, 2017 9:13 AM"	Mission Control	2wuuSLTznaeBbnAPcmC7vowyQmh2
Open	"Thursday, October 19, 2017 9:13 AM"	Communication Center	2wuuSLTznaeBbnAPcmC7vowyQmh2
Close	"Thursday, October 19, 2017 9:13 AM"	Communication Center	2wuuSLTznaeBbnAPcmC7vowyQmh2
Open	"Thursday, October 19, 2017 9:13 AM"	Probe Design	2wuuSLTznaeBbnAPcmC7vowyQmh2
Open	"Thursday, October 19, 2017 9:19 AM"	Mission Control	2wuuSLTznaeBbnAPcmC7vowyQmh2
Close	"Thursday, October 19, 2017 9:21 AM"	Mission Control	2wuuSLTznaeBbnAPcmC7vowyQmh2
Open	"Thursday, October 19, 2017 9:31 AM"	Probe Design	2wuuSLTznaeBbnAPcmC7vowyQmh2
Close	"Thursday, October 19, 2017 9:33 AM"	Probe Design	2wuuSLTznaeBbnAPcmC7vowyQmh2
Open	"Thursday, October 19, 2017 9:33 AM"	Mission Control	2wuuSLTznaeBbnAPcmC7vowyQmh2
Close	"Thursday, October 19, 2017 9:34 AM"	Mission Control	2wuuSLTznaeBbnAPcmC7vowyQmh2
Open	"Thursday, October 19, 2017 9:34 AM"	Mission Control	2wuuSLTznaeBbnAPcmC7vowyQmh2
Close	"Thursday, October 19, 2017 9:35 AM"	Mission Control	2wuuSLTznaeBbnAPcmC7vowyQmh2
Open	"Thursday, October 19, 2017 9:35 AM"	Probe Design	2wuuSLTznaeBbnAPcmC7vowyQmh2
Open	"Thursday, October 19, 2017 9:37 AM"	Mission Control	2wuuSLTznaeBbnAPcmC7vowyQmh2
Close	"Thursday, October 19, 2017 9:37 AM"	Mission Control	2wuuSLTznaeBbnAPcmC7vowyQmh2
Open	"Thursday, October 19, 2017 9:37 AM"	Mission Control	2wuuSLTznaeBbnAPcmC7vowyQmh2
Close	"Thursday, October 19, 2017 9:38 AM"	Mission Control	2wuuSLTznaeBbnAPcmC7vowyQmh2
Open	"Thursday, October 19, 2017 9:38 AM"	Alien DB	2wuuSLTznaeBbnAPcmC7vowyQmh2
Close	"Thursday, October 19, 2017 9:41 AM"	Alien DB	2wuuSLTznaeBbnAPcmC7vowyQmh2
Open	"Thursday, October 19, 2017 9:42 AM"	Probe Design	2wuuSLTznaeBbnAPcmC7vowyQmh2
Close	"Thursday, October 19, 2017 9:42 AM"	Probe Design	2wuuSLTznaeBbnAPcmC7vowyQmh2
Open	"Thursday, October 19, 2017 9:43 AM"	Mission Control	2wuuSLTznaeBbnAPcmC7vowyQmh2
Close	"Thursday, October 19, 2017 9:43 AM"	Mission Control	2wuuSLTznaeBbnAPcmC7vowyQmh2
Open	"Thursday, October 19, 2017 9:43 AM"	Communication Center	2wuuSLTznaeBbnAPcmC7vowyQmh2
Close	"Thursday, October 19, 2017 9:47 AM"	Communication Center	2wuuSLTznaeBbnAPcmC7vowyQmh2
Open	"Friday, December 1, 2017 1:28 PM"	Communication Center	KajoOYMb0AUfB7g4mxbqguA7cRK2
Close	"Friday, December 1, 2017 1:29 PM"	Communication Center	KajoOYMb0AUfB7g4mxbqguA7cRK2
Open	"Friday, December 1, 2017 1:29 PM"	Communication Center	KajoOYMb0AUfB7g4mxbqguA7cRK2
Close	"Friday, December 1, 2017 1:29 PM"	Communication Center	KajoOYMb0AUfB7g4mxbqguA7cRK2
Open	"Friday, December 1, 2017 1:30 PM"	Communication Center	KajoOYMb0AUfB7g4mxbqguA7cRK2
Close	"Friday, December 1, 2017 1:30 PM"	Communication Center	KajoOYMb0AUfB7g4mxbqguA7cRK2
Open	"Friday, December 1, 2017 1:30 PM"	Alien DB	KajoOYMb0AUfB7g4mxbqguA7cRK2
Close	"Friday, December 1, 2017 1:32 PM"	Alien DB	KajoOYMb0AUfB7g4mxbqguA7cRK2
Open	"Friday, December 1, 2017 1:32 PM"	Probe Design	KajoOYMb0AUfB7g4mxbqguA7cRK2
Close	"Friday, December 1, 2017 1:32 PM"	Probe Design	KajoOYMb0AUfB7g4mxbqguA7cRK2
Open	"Friday, December 1, 2017 1:33 PM"	Alien DB	KajoOYMb0AUfB7g4mxbqguA7cRK2
Close	"Friday, December 1, 2017 1:35 PM"	Alien DB	KajoOYMb0AUfB7g4mxbqguA7cRK2
Open	"Friday, December 1, 2017 1:36 PM"	Mission Control	KajoOYMb0AUfB7g4mxbqguA7cRK2
Close	"Friday, December 1, 2017 1:36 PM"	Mission Control	KajoOYMb0AUfB7g4mxbqguA7cRK2
Open	"Friday, December 1, 2017 1:40 PM"	Probe Design	KajoOYMb0AUfB7g4mxbqguA7cRK2
Open	"Friday, December 1, 2017 1:50 PM"	Mission Control	KajoOYMb0AUfB7g4mxbqguA7cRK2
Close	"Friday, December 1, 2017 1:51 PM"	Mission Control	KajoOYMb0AUfB7g4mxbqguA7cRK2
Open	"Friday, December 1, 2017 1:51 PM"	Probe Design	KajoOYMb0AUfB7g4mxbqguA7cRK2
Close	"Friday, December 1, 2017 1:52 PM"	Probe Design	KajoOYMb0AUfB7g4mxbqguA7cRK2
Open	"Friday, December 1, 2017 1:53 PM"	Mission Control	KajoOYMb0AUfB7g4mxbqguA7cRK2
Close	"Friday, December 1, 2017 1:56 PM"	Mission Control	KajoOYMb0AUfB7g4mxbqguA7cRK2
Open	"Friday, December 1, 2017 1:56 PM"	Alien DB	KajoOYMb0AUfB7g4mxbqguA7cRK2
Close	"Friday, December 1, 2017 1:56 PM"	Alien DB	KajoOYMb0AUfB7g4mxbqguA7cRK2
Open	"Friday, December 1, 2017 1:58 PM"	Probe Design	KajoOYMb0AUfB7g4mxbqguA7cRK2
Open	"Friday, December 1, 2017 1:59 PM"	Mission Control	KajoOYMb0AUfB7g4mxbqguA7cRK2
Close	"Friday, December 1, 2017 2:00 PM"	Mission Control	KajoOYMb0AUfB7g4mxbqguA7cRK2
Open	"Friday, December 1, 2017 2:00 PM"	Alien DB	KajoOYMb0AUfB7g4mxbqguA7cRK2
Close	"Friday, December 1, 2017 2:01 PM"	Alien DB	KajoOYMb0AUfB7g4mxbqguA7cRK2
Open	"Friday, December 1, 2017 2:05 PM"	Probe Design	KajoOYMb0AUfB7g4mxbqguA7cRK2
Open	"Friday, December 1, 2017 2:06 PM"	Mission Control	KajoOYMb0AUfB7g4mxbqguA7cRK2
Close	"Friday, December 1, 2017 2:06 PM"	Mission Control	KajoOYMb0AUfB7g4mxbqguA7cRK2
Open	"Friday, December 1, 2017 2:07 PM"	Mission Control	KajoOYMb0AUfB7g4mxbqguA7cRK2
Close	"Friday, December 1, 2017 2:07 PM"	Mission Control	KajoOYMb0AUfB7g4mxbqguA7cRK2
Open	"Friday, December 1, 2017 2:08 PM"	Communication Center	KajoOYMb0AUfB7g4mxbqguA7cRK2
Open	"Monday, February 12, 2018 3:10 PM"	Communication Center	VfSuMysqAKRFC0ytT2LkRpAg2SH2
Close	"Monday, February 12, 2018 3:11 PM"	Communication Center	VfSuMysqAKRFC0ytT2LkRpAg2SH2
Open	"Monday, February 12, 2018 3:11 PM"	Communication Center	VfSuMysqAKRFC0ytT2LkRpAg2SH2
Close	"Monday, February 12, 2018 3:11 PM"	Communication Center	VfSuMysqAKRFC0ytT2LkRpAg2SH2
Open	"Monday, February 12, 2018 3:12 PM"	Alien DB	VfSuMysqAKRFC0ytT2LkRpAg2SH2
Close	"Monday, February 12, 2018 3:20 PM"	Alien DB	VfSuMysqAKRFC0ytT2LkRpAg2SH2
Open	"Monday, February 12, 2018 3:21 PM"	Communication Center	VfSuMysqAKRFC0ytT2LkRpAg2SH2
Close	"Monday, February 12, 2018 3:21 PM"	Communication Center	VfSuMysqAKRFC0ytT2LkRpAg2SH2
Open	"Monday, February 12, 2018 3:34 PM"	Probe Design	VfSuMysqAKRFC0ytT2LkRpAg2SH2
