|__dataLog__action	|__dataLog__note	|__dataLog__timestamp	|__dataLog__tool	|__dataLog__userId
Click Instrument	Magnetometer	"Friday, November 17, 2017 2:22 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Left Menu	flyby	"Friday, November 17, 2017 2:22 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Probe Button	Voyager	"Friday, November 17, 2017 2:22 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Destination Planet	SATURN	"Friday, November 17, 2017 2:22 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Instrument	Wide Angle Camera	"Friday, November 17, 2017 2:22 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Instrument	Narrow Angle Camera	"Friday, November 17, 2017 2:22 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Instrument	Magnetometer	"Friday, November 17, 2017 2:22 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Left Menu	orbiter	"Friday, November 17, 2017 2:22 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Probe Button	Magnellan	"Friday, November 17, 2017 2:22 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Destination Planet	VENUS	"Friday, November 17, 2017 2:22 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Left Menu	lander	"Friday, November 17, 2017 2:22 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Probe Button	Apollo	"Friday, November 17, 2017 2:22 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Destination Planet	MOON	"Friday, November 17, 2017 2:22 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Instrument	Wide Angle Camera	"Friday, November 17, 2017 2:22 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Instrument	Wide Angle Camera	"Friday, November 17, 2017 2:23 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Instrument	Seismograph	"Friday, November 17, 2017 2:23 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Instrument	Wide Angle Camera	"Friday, November 17, 2017 2:23 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Left Menu	orbiter	"Friday, November 17, 2017 2:23 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Probe Button	Galileo	"Friday, November 17, 2017 2:23 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Destination Planet	JUPITER	"Friday, November 17, 2017 2:23 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Left Menu	lander	"Friday, November 17, 2017 2:23 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Probe Button	Venus	"Friday, November 17, 2017 2:23 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Probe Button	Apollo	"Friday, November 17, 2017 2:23 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Probe Button	Pathfinder and Sojourner	"Friday, November 17, 2017 2:23 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Destination Planet	MARS	"Friday, November 17, 2017 2:23 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Instrument	Radar	"Friday, November 17, 2017 2:23 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Left Menu	orbiter	"Friday, November 17, 2017 2:23 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Left Menu	flyby	"Friday, November 17, 2017 2:23 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Probe Button	Voyager	"Friday, November 17, 2017 2:23 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Destination Planet	SATURN	"Friday, November 17, 2017 2:23 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Instrument	Magnetometer	"Friday, November 17, 2017 2:23 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Instrument	Wide Angle Camera	"Friday, November 17, 2017 2:23 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Left Menu	orbiter	"Friday, November 17, 2017 2:23 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Probe Button	Magnellan	"Friday, November 17, 2017 2:23 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Destination Planet	VENUS	"Friday, November 17, 2017 2:23 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Left Menu	flyby	"Friday, November 17, 2017 2:24 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Probe Button	Voyager	"Friday, November 17, 2017 2:24 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Left Menu	orbiter	"Friday, November 17, 2017 2:24 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Probe Button	Magnellan	"Friday, November 17, 2017 2:24 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Probe Button	Galileo	"Friday, November 17, 2017 2:24 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Left Menu	lander	"Friday, November 17, 2017 2:24 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Probe Button	Venus	"Friday, November 17, 2017 2:24 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Destination Planet	VENUS	"Friday, November 17, 2017 2:24 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Instrument	Infrared Camera	"Friday, November 17, 2017 2:24 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Instrument	Thermometer	"Friday, November 17, 2017 2:24 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Instrument	Barometer	"Friday, November 17, 2017 2:24 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Instrument	Magnetometer	"Friday, November 17, 2017 2:24 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Instrument	Seismograph	"Friday, November 17, 2017 2:24 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Instrument	Radar	"Friday, November 17, 2017 2:24 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Instrument	Spectrograph	"Friday, November 17, 2017 2:24 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Left Menu	orbiter	"Friday, November 17, 2017 2:26 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Probe Button	Galileo	"Friday, November 17, 2017 2:26 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Destination Planet	JUPITER	"Friday, November 17, 2017 2:26 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Instrument	Wide Angle Camera	"Friday, November 17, 2017 2:26 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Instrument	Narrow Angle Camera	"Friday, November 17, 2017 2:26 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Left Menu	flyby	"Friday, November 17, 2017 2:26 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Left Menu	flyby	"Friday, November 17, 2017 2:29 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Probe Button	YOLO	"Friday, November 17, 2017 2:29 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Destination Planet	EARTH	"Friday, November 17, 2017 2:29 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Instrument	Radar	"Friday, November 17, 2017 2:29 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Instrument	Radar	"Friday, November 17, 2017 2:29 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Instrument	Spectrograph	"Friday, November 17, 2017 2:29 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Instrument	Magnetometer	"Friday, November 17, 2017 2:29 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Instrument	Thermometer	"Friday, November 17, 2017 2:29 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Instrument	Barometer	"Friday, November 17, 2017 2:29 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Instrument	Wide Angle Camera	"Friday, November 17, 2017 2:29 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Instrument	Narrow Angle Camera	"Friday, November 17, 2017 2:29 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Instrument	Wide Angle Camera	"Friday, November 17, 2017 2:29 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Left Menu	orbiter	"Friday, November 17, 2017 2:29 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Left Menu	flyby	"Friday, November 17, 2017 2:29 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Probe Button	YOLO	"Friday, November 17, 2017 2:29 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Destination Planet	EARTH	"Friday, November 17, 2017 2:29 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Left Menu	orbiter	"Friday, November 17, 2017 2:29 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Left Menu	flyby	"Friday, November 17, 2017 2:29 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Probe Button	Voyager	"Friday, November 17, 2017 2:29 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Probe Button	YOLO	"Friday, November 17, 2017 2:29 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Destination Planet	PHOBOS	"Friday, November 17, 2017 2:29 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Left Menu	orbiter	"Friday, November 17, 2017 2:29 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Left Menu	lander	"Friday, November 17, 2017 2:29 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Left Menu	flyby	"Friday, November 17, 2017 2:29 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Probe Button	Voyager	"Friday, November 17, 2017 2:29 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Destination Planet	SATURN	"Friday, November 17, 2017 2:29 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Instrument	Magnetometer	"Friday, November 17, 2017 2:30 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Instrument	Wide Angle Camera	"Friday, November 17, 2017 2:30 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Instrument	Narrow Angle Camera	"Friday, November 17, 2017 2:30 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Left Menu	orbiter	"Friday, November 17, 2017 2:30 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Left Menu	lander	"Friday, November 17, 2017 2:30 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Probe Button	Apollo	"Friday, November 17, 2017 2:30 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Destination Planet	MOON	"Friday, November 17, 2017 2:30 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Instrument	Wide Angle Camera	"Friday, November 17, 2017 2:30 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Left Menu	flyby	"Friday, November 17, 2017 2:30 PM"	missionControl	dUYZjq65zOQzaggrJcOXDHgUpXw2
Click Left Menu	flyby	"Wednesday, November 29, 2017 10:54 AM"	missionControl	e1fmGTN2jtbbkt4QVEaln8CsXRp1
Click Left Menu	orbiter	"Wednesday, November 29, 2017 10:54 AM"	missionControl	e1fmGTN2jtbbkt4QVEaln8CsXRp1
Click Left Menu	lander	"Wednesday, November 29, 2017 10:54 AM"	missionControl	e1fmGTN2jtbbkt4QVEaln8CsXRp1
Click Left Menu	lander	"Wednesday, November 29, 2017 11:20 AM"	missionControl	e1fmGTN2jtbbkt4QVEaln8CsXRp1
Click Probe Button	the venus voyage	"Wednesday, November 29, 2017 11:20 AM"	missionControl	e1fmGTN2jtbbkt4QVEaln8CsXRp1
Click Destination Planet	VENUS	"Wednesday, November 29, 2017 11:20 AM"	missionControl	e1fmGTN2jtbbkt4QVEaln8CsXRp1
Click Instrument	Thermometer	"Wednesday, November 29, 2017 11:20 AM"	missionControl	e1fmGTN2jtbbkt4QVEaln8CsXRp1
Click Instrument	Spectrograph	"Wednesday, November 29, 2017 11:21 AM"	missionControl	e1fmGTN2jtbbkt4QVEaln8CsXRp1
Click Instrument	Seismograph	"Wednesday, November 29, 2017 11:21 AM"	missionControl	e1fmGTN2jtbbkt4QVEaln8CsXRp1
Click Left Menu	lander	"Friday, October 20, 2017 1:32 PM"	missionControl	efoVvRmFIcPx2nFbBhebJX6QmzO2
Click Left Menu	flyby	"Friday, October 20, 2017 1:32 PM"	missionControl	efoVvRmFIcPx2nFbBhebJX6QmzO2
Click Left Menu	orbiter	"Friday, October 20, 2017 1:32 PM"	missionControl	efoVvRmFIcPx2nFbBhebJX6QmzO2
Click Left Menu	lander	"Friday, October 20, 2017 1:45 PM"	missionControl	efoVvRmFIcPx2nFbBhebJX6QmzO2
Click Probe Button	probe 1	"Friday, October 20, 2017 1:45 PM"	missionControl	efoVvRmFIcPx2nFbBhebJX6QmzO2
Click Destination Planet	TRITON	"Friday, October 20, 2017 1:45 PM"	missionControl	efoVvRmFIcPx2nFbBhebJX6QmzO2
Click Instrument	Thermometer	"Friday, October 20, 2017 1:45 PM"	missionControl	efoVvRmFIcPx2nFbBhebJX6QmzO2
Click Instrument	Spectrograph	"Friday, October 20, 2017 1:45 PM"	missionControl	efoVvRmFIcPx2nFbBhebJX6QmzO2
Click Left Menu	flyby	"Friday, October 20, 2017 1:45 PM"	missionControl	efoVvRmFIcPx2nFbBhebJX6QmzO2
Click Left Menu	orbiter	"Friday, October 20, 2017 1:45 PM"	missionControl	efoVvRmFIcPx2nFbBhebJX6QmzO2
Click Left Menu	lander	"Friday, October 20, 2017 1:59 PM"	missionControl	efoVvRmFIcPx2nFbBhebJX6QmzO2
Click Probe Button	probe 2	"Friday, October 20, 2017 1:59 PM"	missionControl	efoVvRmFIcPx2nFbBhebJX6QmzO2
Click Destination Planet	GANYMEDE	"Friday, October 20, 2017 1:59 PM"	missionControl	efoVvRmFIcPx2nFbBhebJX6QmzO2
Click Instrument	Thermometer	"Friday, October 20, 2017 1:59 PM"	missionControl	efoVvRmFIcPx2nFbBhebJX6QmzO2
Click Left Menu	flyby	"Friday, October 20, 2017 1:59 PM"	missionControl	efoVvRmFIcPx2nFbBhebJX6QmzO2
Click Left Menu	orbiter	"Friday, October 20, 2017 1:59 PM"	missionControl	efoVvRmFIcPx2nFbBhebJX6QmzO2
Click Left Menu	lander	"Friday, October 20, 2017 1:59 PM"	missionControl	efoVvRmFIcPx2nFbBhebJX6QmzO2
Click Left Menu	lander	"Friday, October 20, 2017 2:00 PM"	missionControl	efoVvRmFIcPx2nFbBhebJX6QmzO2
Click Probe Button	probe 2	"Friday, October 20, 2017 2:00 PM"	missionControl	efoVvRmFIcPx2nFbBhebJX6QmzO2
Click Left Menu	flyby	"Friday, October 20, 2017 2:16 PM"	missionControl	efoVvRmFIcPx2nFbBhebJX6QmzO2
Click Left Menu	orbiter	"Friday, October 20, 2017 2:16 PM"	missionControl	efoVvRmFIcPx2nFbBhebJX6QmzO2
Click Left Menu	lander	"Friday, October 20, 2017 2:16 PM"	missionControl	efoVvRmFIcPx2nFbBhebJX6QmzO2
Click Probe Button	probe 1	"Friday, October 20, 2017 2:16 PM"	missionControl	efoVvRmFIcPx2nFbBhebJX6QmzO2
Click Probe Button	probe 2	"Friday, October 20, 2017 2:16 PM"	missionControl	efoVvRmFIcPx2nFbBhebJX6QmzO2
Click Destination Planet	GANYMEDE	"Friday, October 20, 2017 2:16 PM"	missionControl	efoVvRmFIcPx2nFbBhebJX6QmzO2
Click Left Menu	lander	"Friday, October 20, 2017 2:17 PM"	missionControl	efoVvRmFIcPx2nFbBhebJX6QmzO2
Click Probe Button	probe 1	"Friday, October 20, 2017 2:17 PM"	missionControl	efoVvRmFIcPx2nFbBhebJX6QmzO2
Click Destination Planet	TRITON	"Friday, October 20, 2017 2:17 PM"	missionControl	efoVvRmFIcPx2nFbBhebJX6QmzO2
Click Left Menu	flyby	"Thursday, October 19, 2017 9:31 AM"	missionControl	GcncIdUDiEQctDmmeqYO3tAn5lT2
Click Left Menu	orbiter	"Thursday, October 19, 2017 9:31 AM"	missionControl	GcncIdUDiEQctDmmeqYO3tAn5lT2
Click Left Menu	lander	"Thursday, October 19, 2017 9:31 AM"	missionControl	GcncIdUDiEQctDmmeqYO3tAn5lT2
Click Left Menu	lander	"Thursday, October 19, 2017 9:43 AM"	missionControl	GcncIdUDiEQctDmmeqYO3tAn5lT2
Click Probe Button	venus	"Thursday, October 19, 2017 9:43 AM"	missionControl	GcncIdUDiEQctDmmeqYO3tAn5lT2
Click Destination Planet	VENUS	"Thursday, October 19, 2017 9:43 AM"	missionControl	GcncIdUDiEQctDmmeqYO3tAn5lT2
Click Instrument	Radar	"Thursday, October 19, 2017 9:44 AM"	missionControl	GcncIdUDiEQctDmmeqYO3tAn5lT2
Click Instrument	Magnetometer	"Thursday, October 19, 2017 9:44 AM"	missionControl	GcncIdUDiEQctDmmeqYO3tAn5lT2
Click Instrument	Barometer	"Thursday, October 19, 2017 9:44 AM"	missionControl	GcncIdUDiEQctDmmeqYO3tAn5lT2
Click Instrument	Infrared Camera	"Thursday, October 19, 2017 9:44 AM"	missionControl	GcncIdUDiEQctDmmeqYO3tAn5lT2
Click Instrument	Wide Angle Camera	"Thursday, October 19, 2017 9:44 AM"	missionControl	GcncIdUDiEQctDmmeqYO3tAn5lT2
Click Left Menu	flyby	"Friday, October 20, 2017 1:41 PM"	missionControl	gO89rv5rxJStSpY0K0ffW47xxXk2
Click Left Menu	orbiter	"Friday, October 20, 2017 1:41 PM"	missionControl	gO89rv5rxJStSpY0K0ffW47xxXk2
Click Left Menu	lander	"Friday, October 20, 2017 1:41 PM"	missionControl	gO89rv5rxJStSpY0K0ffW47xxXk2
Click Left Menu	lander	"Friday, October 20, 2017 2:17 PM"	missionControl	gO89rv5rxJStSpY0K0ffW47xxXk2
Click Left Menu	orbiter	"Friday, October 20, 2017 2:17 PM"	missionControl	gO89rv5rxJStSpY0K0ffW47xxXk2
Click Left Menu	flyby	"Friday, October 20, 2017 2:17 PM"	missionControl	gO89rv5rxJStSpY0K0ffW47xxXk2
Click Left Menu	lander	"Friday, October 27, 2017 1:34 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Probe Button	Io Probe 1	"Friday, October 27, 2017 1:34 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Destination Planet	IO	"Friday, October 27, 2017 1:34 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Instrument	Wide Angle Camera	"Friday, October 27, 2017 1:35 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Instrument	Spectrograph	"Friday, October 27, 2017 1:35 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Left Menu	lander	"Friday, October 27, 2017 1:35 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Probe Button	Titian probe 1	"Friday, October 27, 2017 1:35 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Destination Planet	TITAN	"Friday, October 27, 2017 1:35 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Instrument	Seismograph	"Friday, October 27, 2017 1:35 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Instrument	Magnetometer	"Friday, October 27, 2017 1:35 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Instrument	Thermometer	"Friday, October 27, 2017 1:35 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Instrument	Infrared Camera	"Friday, October 27, 2017 1:36 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Instrument	Wide Angle Camera	"Friday, October 27, 2017 1:36 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Left Menu	orbiter	"Friday, October 27, 2017 1:36 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Left Menu	orbiter	"Friday, October 27, 2017 1:36 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Left Menu	flyby	"Friday, October 27, 2017 1:36 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Left Menu	flyby	"Friday, October 27, 2017 1:50 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Probe Button	The great voyager 1	"Friday, October 27, 2017 1:50 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Destination Planet	VENUS	"Friday, October 27, 2017 1:50 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Instrument	Spectrograph	"Friday, October 27, 2017 1:50 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Instrument	Spectrograph	"Friday, October 27, 2017 1:50 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Instrument	Radar	"Friday, October 27, 2017 1:50 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Instrument	Magnetometer	"Friday, October 27, 2017 1:50 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Instrument	Infrared Camera	"Friday, October 27, 2017 1:50 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Instrument	Infrared Camera	"Friday, October 27, 2017 1:51 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Instrument	Wide Angle Camera	"Friday, October 27, 2017 1:51 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Instrument	Narrow Angle Camera	"Friday, October 27, 2017 1:51 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Instrument	Narrow Angle Camera	"Friday, October 27, 2017 1:51 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Left Menu	flyby	"Friday, October 27, 2017 1:51 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Probe Button	The great voyager 1	"Friday, October 27, 2017 1:51 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Destination Planet	PHOBOS	"Friday, October 27, 2017 1:51 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Instrument	Spectrograph	"Friday, October 27, 2017 1:51 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Instrument	Radar	"Friday, October 27, 2017 1:51 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Instrument	Magnetometer	"Friday, October 27, 2017 1:51 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Instrument	Infrared Camera	"Friday, October 27, 2017 1:51 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Instrument	Wide Angle Camera	"Friday, October 27, 2017 1:51 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Instrument	Narrow Angle Camera	"Friday, October 27, 2017 1:51 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Left Menu	flyby	"Friday, October 27, 2017 1:51 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Probe Button	The great voyager 1	"Friday, October 27, 2017 1:51 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Destination Planet	DEIMOS	"Friday, October 27, 2017 1:51 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Left Menu	flyby	"Friday, October 27, 2017 1:51 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Probe Button	The great voyager 1	"Friday, October 27, 2017 1:51 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Destination Planet	GANYMEDE	"Friday, October 27, 2017 1:51 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Instrument	Magnetometer	"Friday, October 27, 2017 1:51 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Instrument	Infrared Camera	"Friday, October 27, 2017 1:51 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Instrument	Wide Angle Camera	"Friday, October 27, 2017 1:51 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Instrument	Narrow Angle Camera	"Friday, October 27, 2017 1:51 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Instrument	Wide Angle Camera	"Friday, October 27, 2017 1:51 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Left Menu	flyby	"Friday, October 27, 2017 1:52 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Probe Button	The great voyager 1	"Friday, October 27, 2017 1:52 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Destination Planet	GANYMEDE	"Friday, October 27, 2017 1:52 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Instrument	Narrow Angle Camera	"Friday, October 27, 2017 1:52 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Instrument	Wide Angle Camera	"Friday, October 27, 2017 1:52 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Instrument	Infrared Camera	"Friday, October 27, 2017 1:52 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Instrument	Magnetometer	"Friday, October 27, 2017 1:52 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Instrument	Radar	"Friday, October 27, 2017 1:52 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Left Menu	flyby	"Friday, October 27, 2017 1:52 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Probe Button	The great voyager 1	"Friday, October 27, 2017 1:52 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Destination Planet	CHARON	"Friday, October 27, 2017 1:52 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Instrument	Magnetometer	"Friday, October 27, 2017 1:52 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Instrument	Infrared Camera	"Friday, October 27, 2017 1:52 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Instrument	Wide Angle Camera	"Friday, October 27, 2017 1:52 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Instrument	Narrow Angle Camera	"Friday, October 27, 2017 1:52 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Left Menu	flyby	"Friday, October 27, 2017 1:52 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
Click Probe Button	The great voyager 1	"Friday, October 27, 2017 1:52 PM"	missionControl	h07lknZ7nYem6OTFklmFaukDmxi1
